"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","19051","","","","0"
"2010/2011","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","19335","","","","0"
"2011/2012","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","20424","","","","0"
"2012/2013","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","20906","","","","0"
"2013/2014","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","21343","","","","0"
"2014/2015","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","22321","","","","0"
"2015/2016","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23438","","","","0"
"2016/2017","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23939","","","","0"
"2017/2018","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23780","","","","0"
"2018/2019","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","24186","","","","0"
"2019/2020","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23913","","","","0"
"2020/2021","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","32130","","","","0"
"2021/2022","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","31923","","","","0"
"2022/2023","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","36351","","","","0"
"2023/2024","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","39925","","","","0"
"2024/2025","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","42360","","","","0"
"2018/2019","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","21668","","","","0"
"2019/2020","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","22267","","","","0"
"2020/2021","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","29500","","","","0"
"2021/2022","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","29500","","","","0"
"2022/2023","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","22095","","","","0"
"2023/2024","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","28050","","","","0"
"2024/2025","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","29758","","","","0"
"2006/2007","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","11793","","","","0"
"2007/2008","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","11943","","","","0"
"2008/2009","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","13294","","","","0"
"2009/2010","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","17316","","","","0"
"2010/2011","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","17574","","","","0"
"2011/2012","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","17636","","","","0"
"2012/2013","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","18113","","","","0"
"2013/2014","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","18540","","","","0"
"2014/2015","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","19495","","","","0"
"2015/2016","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","19900","","","","0"
"2016/2017","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","20197","","","","0"
"2017/2018","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","20614","","","","0"
"2018/2019","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","21496","","","","0"
"2019/2020","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","21296","","","","0"
"2020/2021","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","26979","","","","0"
"2021/2022","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","27819","","","","0"
"2022/2023","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","28289","","","","0"
"2023/2024","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","29803","","","","0"
"2024/2025","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","31639","","","","0"
"2007/2008","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","40217","","","","0"
"2008/2009","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2009/2010","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2010/2011","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2011/2012","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2012/2013","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2013/2014","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2014/2015","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2015/2016","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2016/2017","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2017/2018","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2018/2019","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2019/2020","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2020/2021","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2021/2022","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2022/2023","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2023/2024","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","96509","","","","0"
"2024/2025","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","102782","","","","0"
"2006/2007","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","49050","","","","0"
"2007/2008","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","50670","","","","0"
"2008/2009","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","53001","","","","0"
"2009/2010","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","55174","","","","0"
"2010/2011","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","56001","","","","0"
"2011/2012","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","56197","","","","0"
"2012/2013","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57012","","","","0"
"2013/2014","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57012","","","","0"
"2014/2015","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2015/2016","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2016/2017","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","","..","","","0"
"2017/2018","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","","..","","","0"
"2018/2019","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2019/2020","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2020/2021","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","63341","","","","0"
"2021/2022","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","72842","","","","0"
"2022/2023","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","80126","","","","0"
"2023/2024","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","88139","","","","0"
"2024/2025","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","93427","","","","0"
"2007/2008","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","15078","","","","0"
"2008/2009","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","15611","","","","0"
"2009/2010","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19562","","","","0"
"2010/2011","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19168","","","","0"
"2011/2012","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19235","","","","0"
"2012/2013","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","16519","","","","0"
"2013/2014","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","17371","","","","0"
"2014/2015","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","17526","","","","0"
"2015/2016","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","18453","","","","0"
"2016/2017","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19058","","","","0"
"2017/2018","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19220","","","","0"
"2018/2019","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19281","","","","0"
"2019/2020","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19653","","","","0"
"2020/2021","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","20980","","","","0"
"2021/2022","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","22520","","","","0"
"2022/2023","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","24370","","","","0"
"2023/2024","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","26583","","","","0"
"2024/2025","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","28084","","","","0"
"2007/2008","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","12964","","","","0"
"2008/2009","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","13560","","","","0"
"2009/2010","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","18651","","","","0"
"2010/2011","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","17995","","","","0"
"2011/2012","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","29830","","","","0"
"2012/2013","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","34379","","","","0"
"2013/2014","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","34566","","","","0"
"2014/2015","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","34802","","","","0"
"2015/2016","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","35566","","","","0"
"2016/2017","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","38278","","","","0"
"2017/2018","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","39432","","","","0"
"2018/2019","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","50433","","","","0"
"2019/2020","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","51827","","","","0"
"2020/2021","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","50000","","","","0"
"2021/2022","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","50000","","","","0"
"2022/2023","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","51000","","","","0"
"2023/2024","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","54060","","","","0"
"2024/2025","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","57574","","","","0"
"2018/2019","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2019/2020","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2020/2021","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2021/2022","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2022/2023","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2023/2024","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2024/2025","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2022/2023","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1566833866","10.20","","..","","","0"
"2023/2024","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1566833866","10.20","","..","","","0"
"2024/2025","Alberta","2016A000248","Optometry","Current dollars","75","units","0","v1566833866","10.20","","..","","","0"
"2006/2007","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","12551","","","","0"
"2007/2008","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","16266","","","","0"
"2008/2009","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","20216","","","","0"
"2009/2010","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17163","","","","0"
"2010/2011","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17419","","","","0"
"2011/2012","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17480","","","","0"
"2012/2013","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","16545","","","","0"
"2013/2014","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","16157","","","","0"
"2014/2015","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17567","","","","0"
"2015/2016","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17203","","","","0"
"2016/2017","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","16775","","","","0"
"2017/2018","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","18395","","","","0"
"2018/2019","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","19869","","","","0"
"2019/2020","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","20479","","","","0"
"2020/2021","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","24552","","","","0"
"2021/2022","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","25518","","","","0"
"2022/2023","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","25840","","","","0"
"2023/2024","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","26564","","","","0"
"2024/2025","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","28038","","","","0"
"2018/2019","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","","..","","","0"
"2019/2020","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","","..","","","0"
"2020/2021","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","14691","","","","0"
"2021/2022","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","","..","","","0"
"2022/2023","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","","..","","","0"
"2023/2024","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","17767","","","","0"
"2024/2025","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","17700","","","","0"


